         TOF        Yobs       sYobs       Ycalc
    10647.54    18618.00     1078.00    19025.00
    10652.87    18816.00     1085.00    19029.00
    10658.20    19131.00     1094.00    19033.00
    10663.53    17999.00     1066.00    19037.00
    10668.86    19281.00     1101.00    19041.00
    10674.19    19307.00     1104.00    19044.00
    10679.53    19890.00     1117.00    19048.00
    10684.87    20553.00     1139.00    19052.00
    10690.22    18923.00     1095.00    19056.00
    10695.56    19833.00     1124.00    19060.00
    10700.91    18844.00     1096.00    19064.00
    10706.27    18310.00     1084.00    19068.00
    10711.61    18632.00     1097.00    19072.00
    10716.96    19741.00     1125.00    19076.00
    10722.31    18797.00     1101.00    19080.00
    10727.67    18660.00     1099.00    19084.00
    10733.05    17945.00     1079.00    19088.00
    10738.42    18777.00     1106.00    19092.00
    10743.78    19033.00     1114.00    19095.00
    10749.16    17425.00     1069.00    19099.00
    10754.53    19363.00     1126.00    19103.00
    10759.91    19172.00     1119.00    19108.00
    10765.28    17316.00     1074.00    19112.00
    10770.66    18197.00     1096.00    19116.00
    10776.05    18579.00     1108.00    19120.00
    10781.44    17498.00     1080.00    19124.00
    10786.83    19669.00     1140.00    19137.00
    10792.22    18804.00     1119.00    19141.00
    10797.63    17803.00     1090.00    19146.00
    10803.03    17895.00     1097.00    19151.00
    10808.42    19462.00     1141.00    19156.00
    10813.83    20291.00     1162.00    19161.00
    10819.23    19339.00     1141.00    19167.00
    10824.64    19151.00     1135.00    19172.00
    10830.06    18042.00     1106.00    19178.00
    10835.48    17144.00     1083.00    19184.00
    10840.90    19122.00     1139.00    19191.00
    10846.32    17966.00     1109.00    19198.00
    10851.74    19159.00     1143.00    19207.00
    10857.17    18894.00     1137.00    19218.00
    10862.59    19409.00     1153.00    19235.00
    10868.02    17841.00     1108.00    19264.00
    10873.46    17975.00     1117.00    19320.00
    10878.89    19166.00     1148.00    19435.00
    10884.33    19769.00     1169.00    19668.00
    10889.77    17256.00     1098.00    20121.00
    10895.22    19852.00     1171.00    20944.00
    10900.67    21747.00     1222.00    22296.00
    10906.12    24928.00     1303.00    24283.00
    10911.57    26474.00     1342.00    26851.00
    10917.02    29533.00     1414.00    29713.00
    10922.48    31022.00     1449.00    32374.00
    10927.94    34975.00     1530.00    34294.00
    10933.41    31791.00     1469.00    35090.00
    10938.88    30969.00     1449.00    34709.00
    10944.34    31930.00     1476.00    33399.00
    10949.81    32402.00     1484.00    31559.00
    10955.29    28256.00     1394.00    29566.00
    10960.77    27113.00     1370.00    27690.00
    10966.26    26724.00     1362.00    26060.00
    10971.74    24422.00     1309.00    24709.00
    10977.22    21581.00     1239.00    23614.00
    10982.70    21719.00     1244.00    22739.00
    10988.20    19436.00     1181.00    22039.00
    10993.70    19688.00     1193.00    21483.00
    10999.20    21465.00     1239.00    21041.00
    11004.69    21498.00     1245.00    20691.00
    11010.19    21078.00     1232.00    20413.00
    11015.70    19953.00     1204.00    20192.00
    11021.20    20706.00     1229.00    20017.00
    11026.70    20897.00     1232.00    19879.00
    11032.23    18916.00     1177.00    19770.00
    11037.75    19642.00     1202.00    19683.00
    11043.27    18948.00     1184.00    19616.00
    11048.78    20209.00     1221.00    19563.00
    11054.31    19475.00     1199.00    19521.00
    11059.84    19071.00     1192.00    19489.00
    11065.37    17076.00     1134.00    19464.00
    11070.89    17349.00     1147.00    19446.00
    11076.42    18526.00     1179.00    19431.00
    11081.96    20968.00     1248.00    19421.00
    11087.51    18687.00     1187.00    19413.00
    11093.05    17286.00     1148.00    19408.00
    11098.59    19259.00     1206.00    19405.00
    11104.15    18062.00     1170.00    19403.00
    11109.71    19001.00     1202.00    19403.00
    11115.26    19767.00     1225.00    19403.00
    11120.82    19576.00     1218.00    19404.00
    11126.37    20343.00     1244.00    19406.00
    11131.93    20433.00     1245.00    19408.00
    11137.51    16638.00     1138.00    19411.00
    11143.08    17035.00     1152.00    19404.00
    11148.65    17851.00     1177.00    19409.00
    11154.23    19718.00     1232.00    19413.00
    11159.80    18778.00     1207.00    19417.00
    11165.38    19111.00     1218.00    19422.00
    11170.95    19114.00     1220.00    19426.00
    11176.54    18949.00     1214.00    19431.00
    11182.13    19890.00     1245.00    19435.00
    11187.72    17930.00     1188.00    19439.00
    11193.32    19323.00     1229.00    19444.00
    11198.91    18789.00     1219.00    19448.00
    11204.50    19441.00     1236.00    19453.00
    11210.11    17857.00     1192.00    19457.00
    11215.71    19655.00     1246.00    19461.00
    11221.33    20088.00     1256.00    19466.00
    11226.95    18075.00     1203.00    19470.00
    11232.56    17662.00     1193.00    19475.00
    11238.18    18700.00     1222.00    19479.00
    11243.80    18369.00     1217.00    19483.00
    11249.42    20349.00     1272.00    19488.00
    11255.04    19863.00     1263.00    19492.00
    11260.66    19759.00     1259.00    19497.00
    11266.29    18684.00     1230.00    19501.00
    11271.93    17495.00     1196.00    19505.00
    11277.56    18710.00     1234.00    19510.00
    11283.20    18543.00     1230.00    19514.00
    11288.83    17945.00     1215.00    19519.00
    11294.48    18359.00     1225.00    19523.00
    11300.13    18854.00     1245.00    19527.00
    11305.78    20984.00     1303.00    19532.00
    11311.44    18486.00     1237.00    19536.00
    11317.09    17820.00     1216.00    19541.00
    11322.75    18896.00     1249.00    19545.00
    11328.42    19433.00     1267.00    19550.00
    11334.08    19059.00     1258.00    19554.00
    11339.75    18977.00     1257.00    19558.00
    11345.42    19514.00     1274.00    19563.00
    11351.08    18793.00     1255.00    19567.00
    11356.76    17420.00     1212.00    19572.00
    11362.44    18733.00     1257.00    19576.00
    11368.13    18960.00     1262.00    19580.00
    11373.81    19637.00     1287.00    19585.00
    11379.49    19052.00     1268.00    19589.00
    11385.19    19700.00     1288.00    19593.00
    11390.88    18925.00     1268.00    19598.00
    11396.58    20825.00     1324.00    19602.00
    11402.27    20613.00     1320.00    19607.00
    11407.97    20690.00     1324.00    19659.00
    11413.67    21019.00     1335.00    19667.00
    11419.38    20032.00     1305.00    19676.00
    11425.09    18727.00     1272.00    19685.00
    11430.80    18636.00     1268.00    19695.00
    11436.52    19184.00     1289.00    19705.00
    11442.23    20493.00     1326.00    19717.00
    11447.95    19905.00     1311.00    19729.00
    11453.68    20311.00     1324.00    19744.00
    11459.41    20628.00     1335.00    19760.00
    11465.14    20451.00     1332.00    19779.00
    11470.86    19380.00     1303.00    19804.00
    11476.61    19752.00     1312.00    19839.00
    11482.35    20393.00     1336.00    19895.00
    11488.09    20810.00     1346.00    19998.00
    11493.83    22372.00     1396.00    20204.00
    11499.58    24130.00     1442.00    20636.00
    11505.33    24029.00     1441.00    21545.00
    11511.08    25249.00     1480.00    23365.00
    11516.82    30586.00     1612.00    26777.00
    11522.59    37221.00     1763.00    32659.00
    11528.37    45329.00     1942.00    41726.00
    11534.12    55530.00     2141.00    54038.00
    11539.88    69157.00     2382.00    68584.00
    11545.65    83293.00     2602.00    83147.00
    11551.43    85529.00     2646.00    94771.00
    11557.20    94806.00     2779.00   101007.00
    11562.99    94305.00     2775.00   100914.00
    11568.76    92994.00     2767.00    95310.00
    11574.54    86563.00     2669.00    86159.00
    11580.32    75851.00     2506.00    75821.00
    11586.11    66474.00     2355.00    65554.00
    11591.92    61923.00     2273.00    56480.00
    11597.72    51905.00     2098.00    48932.00
    11603.51    47511.00     2015.00    42868.00
    11609.31    41764.00     1894.00    38051.00
    11615.12    38164.00     1823.00    34263.00
    11620.92    36067.00     1773.00    31297.00
    11626.74    33163.00     1708.00    28976.00
    11632.56    30774.00     1653.00    27172.00
    11638.38    29705.00     1629.00    25781.00
    11644.20    25628.00     1526.00    24725.00
    11650.01    25498.00     1524.00    23955.00
    11655.83    24754.00     1507.00    23458.00
    11661.65    26990.00     1568.00    23286.00
    11667.49    28549.00     1607.00    23622.00
    11673.32    28157.00     1603.00    24910.00
    11679.16    29952.00     1647.00    28100.00
    11685.01    39191.00     1866.00    34995.00
    11690.84    50204.00     2104.00    48469.00
    11696.67    78322.00     2600.00    72427.00
    11702.52   117367.00     3170.00   110842.00
    11708.37   170911.00     3820.00   165350.00
    11714.24   231105.00     4432.00   232999.00
    11720.10   296130.00     5036.00   304378.00
    11725.95   352219.00     5502.00   365699.00
    11731.82   378557.00     5699.00   404160.00
    11737.68   391196.00     5816.00   412514.00
    11743.55   373274.00     5673.00   392324.00
    11749.43   335117.00     5380.00   351769.00
    11755.31   282372.00     4943.00   301583.00
    11761.19   247010.00     4629.00   250827.00
    11767.07   195844.00     4129.00   205071.00
    11772.95   156429.00     3699.00   166486.00
    11778.83   130938.00     3394.00   135281.00
    11784.71   109891.00     3118.00   110494.00
    11790.61    86979.00     2780.00    90940.00
    11796.50    73723.00     2577.00    75608.00
    11802.40    60118.00     2334.00    63602.00
    11808.31    48594.00     2113.00    54179.00
    11814.22    46011.00     2063.00    46805.00
    11820.13    39812.00     1931.00    41035.00
    11826.04    33548.00     1787.00    36519.00
    11831.95    33680.00     1793.00    32983.00
    11837.86    31278.00     1736.00    30214.00
    11843.77    29752.00     1699.00    28045.00
    11849.70    25965.00     1597.00    26342.00
    11855.63    24017.00     1549.00    25008.00
    11861.55    23200.00     1524.00    23962.00
    11867.48    21549.00     1481.00    23142.00
    11873.41    21266.00     1471.00    22498.00
    11879.35    20803.00     1459.00    21991.00
    11885.29    22537.00     1513.00    21594.00
    11891.23    21856.00     1495.00    21281.00
    11897.17    21498.00     1487.00    21035.00
    11903.13    21462.00     1484.00    20841.00
    11909.09    19641.00     1434.00    20689.00
    11915.03    20922.00     1476.00    20568.00
    11920.98    20608.00     1465.00    20473.00
    11926.96    20958.00     1478.00    20398.00
    11932.91    19645.00     1443.00    20338.00
    11938.87    20680.00     1474.00    20291.00
    11944.84    20342.00     1465.00    20253.00
    11950.81    21389.00     1500.00    19991.00
